
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000001                       # Number of seconds simulated (Second)
system.cpu.numBranches                              7                       # Number of branches executed (Count)
system.cpu.numStoreInsts                            6                       # Number of stores executed (Count)
system.cpu.numRate                           0.308116                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                              19                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                            1874                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                         839                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                           875                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               3.466031                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          3.466031                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               0.288514                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          0.288514                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                        105                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                        72                       # Number of integer regfile writes (Count)
system.cpu.ccRegfileReads                          20                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                         37                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                        37                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                        1                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads             24                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores             9                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads           19                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores            8                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                      12                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted                 3                       # Number of conditional branches predicted (Count)
